Sample,motu,rel_ab,Present,Prevalence_num,Prevalence,Kingdom,Phylum,Class,Order,Family,Genus,Species,Sample_type,Collection_date,Location,Hive_origin,Number_guts,Number_scabs,Tube_mass,Tube_gut_mass,Gut_mass,Average_gut_mass,RNA_concentration,DNA_concentration,delta_CT,Comments,volume for 300 ng RNA (ul),V17,DNA_yield,RNA_yield,unmapped_perc
N09,ext_mOTU_v3_16155,0.108351178,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ext_mOTU_v3_26177,0.012056783,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Kluyvera,s__Kluyvera species incertae sedis,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,unassigned,0.040633609,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N10,ref_mOTU_v3_00077,0.096133723,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ref_mOTU_v3_00086,0.012255016,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ref_mOTU_v3_00095,0.23190988,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Escherichia,s__Escherichia coli,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ref_mOTU_v3_00708,0.010999433,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Hafniaceae,Hafnia,s__Hafnia paralvei/alvei [Hafnia sp. HMSC23F03/Enterobacteriaceae bacterium 9_2_54FAA/Hafnia paralvei/Hafnia alvei],Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ref_mOTU_v3_00709,0.019528421,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Hafniaceae,Hafnia,s__Hafnia alvei,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ref_mOTU_v3_00830,0.086685901,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,Serratia,s__Serratia marcescens,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ref_mOTU_v3_01848,0.076733086,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis],Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ref_mOTU_v3_02585,0.046492749,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Cedecea,s__Cedecea davisae,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ref_mOTU_v3_08304,0.05189035,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ext_mOTU_v3_16147,0.062721379,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ext_mOTU_v3_16149,0.102915741,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,Rahnella,s__Rahnella species incertae sedis,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,ext_mOTU_v3_16155,0.100497175,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N10,unassigned,0.05167081,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,30.07.19,Yens,Yens 3,20,3,2.1463,2.509,0.3627,0.018135,238,85.5,10.752565,,1.261,NA,5130,14280,7 %
N11,ref_mOTU_v3_00077,0.0881031306,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ref_mOTU_v3_00085,0.0884732444,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella pneumoniae,Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ref_mOTU_v3_00086,0.0218027994,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ref_mOTU_v3_00087,0.0104401807,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Raoultella,s__ Raoultella sp. [Klebsiella oxytoca/Klebsiella pneumoniae/Raoultella ornithinolytica/Raoultella planticola/Raoultella sp. YJ],Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ref_mOTU_v3_00095,0.256333272,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Escherichia,s__Escherichia coli,Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ref_mOTU_v3_00096,0.0481448804,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Citrobacter,s__ Citrobacter sp. [Citrobacter amalonaticus/Citrobacter braakii/Citrobacter freundii/Citrobacter pasteurii/Citrobacter portucalensis/Citrobacter sp. A1/Citrobacter sp. A316/Citrobacter sp. AATXQ/Citrobacter sp. AATXR/Citrobacter sp. BIDMC107/Citrobacter sp. BIDMC108/Citrobacter sp. CFSAN044567/Citrobacter sp. FDAARGOS_156/Citrobacter sp. KTE151/Citrobacter sp. KTE30/Citrobacter sp. KTE32/Citrobacter sp. L17/Citrobacter sp. MGH100/Citrobacter sp. MGH103/Citrobacter sp. MGH104/Citrobacter sp. MGH105/Citrobacter sp. MGH109/Citrobacter sp. MGH110/Citrobacter sp. MGH99/Citrobacter werkmanii/Citrobacter youngae/Enterobacter cloacae/Enterobacter sp. GN02600/Escherichia coli/Salmonella enterica],Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ref_mOTU_v3_00102,0.0338474667,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Citrobacter,s__Citrobacter koseri [Salmonella sp. HMSC13B08/Citrobacter koseri],Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ref_mOTU_v3_08304,0.0200986634,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ext_mOTU_v3_16145,0.1310278125,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Acetobacteraceae gen. incertae sedis,s__Acetobacteraceae species incertae sedis,Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ext_mOTU_v3_16147,0.1436740345,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ext_mOTU_v3_16148,0.0440033078,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,Pseudomonas,s__Pseudomonas species incertae sedis,Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,ext_mOTU_v3_16155,0.0185083568,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N11,unassigned,0.0423583511,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,06.08.19,Cugy,Cugy 1,20,10,2.1608,2.5906,0.4298,0.02149,1.9,58.8,9.910409,,157.895,NA,3528,114,13 %
N12,ref_mOTU_v3_00077,0.1531943257,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ref_mOTU_v3_00085,0.2662095794,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella pneumoniae,Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ref_mOTU_v3_00086,0.0151809994,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ref_mOTU_v3_00087,0.0102323389,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Raoultella,s__ Raoultella sp. [Klebsiella oxytoca/Klebsiella pneumoniae/Raoultella ornithinolytica/Raoultella planticola/Raoultella sp. YJ],Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ref_mOTU_v3_00095,0.0133922736,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Escherichia,s__Escherichia coli,Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ref_mOTU_v3_00096,0.0289680065,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Citrobacter,s__ Citrobacter sp. [Citrobacter amalonaticus/Citrobacter braakii/Citrobacter freundii/Citrobacter pasteurii/Citrobacter portucalensis/Citrobacter sp. A1/Citrobacter sp. A316/Citrobacter sp. AATXQ/Citrobacter sp. AATXR/Citrobacter sp. BIDMC107/Citrobacter sp. BIDMC108/Citrobacter sp. CFSAN044567/Citrobacter sp. FDAARGOS_156/Citrobacter sp. KTE151/Citrobacter sp. KTE30/Citrobacter sp. KTE32/Citrobacter sp. L17/Citrobacter sp. MGH100/Citrobacter sp. MGH103/Citrobacter sp. MGH104/Citrobacter sp. MGH105/Citrobacter sp. MGH109/Citrobacter sp. MGH110/Citrobacter sp. MGH99/Citrobacter werkmanii/Citrobacter youngae/Enterobacter cloacae/Enterobacter sp. GN02600/Escherichia coli/Salmonella enterica],Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ref_mOTU_v3_01848,0.0117429838,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis],Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ref_mOTU_v3_08304,0.0187113058,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ext_mOTU_v3_16145,0.1988025054,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Acetobacteraceae gen. incertae sedis,s__Acetobacteraceae species incertae sedis,Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ext_mOTU_v3_16147,0.0960053521,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ext_mOTU_v3_16148,0.0743494951,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,Pseudomonas,s__Pseudomonas species incertae sedis,Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,ext_mOTU_v3_16155,0.0130803111,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N12,unassigned,0.0567218754,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,06.08.19,Cugy,Cugy 2,20,8,2.1546,2.4597,0.3051,0.015255,137,92.8,10.314201,,2.19,NA,5568,8220,21 %
N13,ref_mOTU_v3_00077,0.1789064811,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,ref_mOTU_v3_00085,0.0743682269,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella pneumoniae,Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
